ResponseId,Country,DevType,wexp_bin,salary_filtered,wexp_order,uses_ai
28070,United States of America,"Developer, full-stack",1-3,71000.0,1.0,0.0
28071,Netherlands,"Developer, back-end",15-20,75345.0,5.0,0.0
28072,India,"Developer, full-stack",5-10,,3.0,1.0
28073,United States of America,"Developer, back-end",30+,110000.0,7.0,0.0
28074,United States of America,"Developer, full-stack",,,,0.0
28075,Sweden,"Developer, front-end",,50000.0,,1.0
28076,Slovenia,Other (please specify):,3-5,,2.0,0.0
28077,Pakistan,"Developer, mobile",5-10,,3.0,0.0
28078,Japan,"Developer, front-end",,44551.0,,1.0
28079,Germany,"Developer, front-end",5-10,,3.0,1.0
28080,Canada,"Developer, full-stack",,50885.0,,1.0
28081,United States of America,Data engineer,,110000.0,,1.0
28082,India,DevOps specialist,,13160.0,,1.0
28083,Brazil,"Developer, full-stack",3-5,22378.0,2.0,1.0
28084,France,Data engineer,15-20,96666.0,5.0,1.0
28085,Spain,"Senior Executive (C-Suite, VP, etc.)",,32222.0,,0.0
28086,Brazil,"Developer, full-stack",3-5,37297.0,2.0,1.0
28087,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",5-10,74682.0,3.0,1.0
28088,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",,,,0.0
28089,Ukraine,"Developer, full-stack",,114627.0,,1.0
28090,Russian Federation,"Developer, desktop or enterprise applications",,,,0.0
28091,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",1-3,28025.0,1.0,0.0
28092,United States of America,Engineering manager,20-30,155000.0,6.0,1.0
28093,United Arab Emirates,"Developer, full-stack",20-30,104549.0,6.0,1.0
28094,Croatia,"Developer, full-stack",,,,1.0
28095,Portugal,Academic researcher,,,,1.0
28096,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",3-5,44586.0,2.0,0.0
28097,Norway,"Developer, full-stack",10-15,117925.0,4.0,1.0
28098,Poland,"Developer, embedded applications or devices",10-15,,4.0,0.0
28099,Germany,"Developer, mobile",10-15,85925.0,4.0,1.0
28100,India,"Developer, front-end",1-3,5982.0,1.0,1.0
28101,France,"Developer, full-stack",,33511.0,,1.0
28102,United States of America,"Developer, back-end",10-15,161000.0,4.0,0.0
28103,Austria,"Developer, desktop or enterprise applications",3-5,53231.0,2.0,0.0
28104,Bulgaria,Data engineer,,21969.0,,0.0
28105,Germany,"Developer, full-stack",,102036.0,,1.0
28106,Kazakhstan,"Developer, front-end",,34800.0,,1.0
28107,Ukraine,"Developer, full-stack",3-5,10000.0,2.0,0.0
28108,Austria,"Developer, front-end",,75184.0,,1.0
28109,Belgium,"Senior Executive (C-Suite, VP, etc.)",,,,1.0
28110,Greece,Engineering manager,10-15,64444.0,4.0,1.0
28111,Spain,"Developer, full-stack",3-5,27926.0,2.0,0.0
28112,Russian Federation,"Developer, full-stack",,,,1.0
28113,Netherlands,"Developer, back-end",5-10,,3.0,0.0
28114,United Kingdom of Great Britain and Northern Ireland,Other (please specify):,,,,0.0
28115,United States of America,System administrator,30+,100000.0,7.0,1.0
28116,Turkey,Other (please specify):,1-3,9274.0,1.0,1.0
28117,India,"Engineer, site reliability",3-5,44863.0,2.0,1.0
28118,Morocco,"Developer, full-stack",3-5,15311.0,2.0,0.0
28119,India,"Developer, full-stack",,,,0.0
28120,Italy,,,,,0.0
28121,United States of America,"Developer, back-end",,93000.0,,0.0
28122,Germany,DevOps specialist,15-20,85925.0,5.0,0.0
28123,France,Engineering manager,,,,1.0
28124,Bulgaria,Engineering manager,15-20,,5.0,1.0
28125,Slovakia,"Developer, desktop or enterprise applications",,15037.0,,1.0
28126,United Kingdom of Great Britain and Northern Ireland,Cloud infrastructure engineer,,,,1.0
28127,United Kingdom of Great Britain and Northern Ireland,Student,,,,1.0
28128,Romania,"Developer, desktop or enterprise applications",20-30,15536.0,6.0,1.0
28129,France,"Developer, back-end",,91295.0,,1.0
28130,Italy,"Developer, full-stack",,,,0.0
28131,Spain,"Developer, back-end",,,,1.0
28132,Canada,Blockchain,,,,1.0
28133,Romania,Student,,,,1.0
28134,France,Data engineer,,,,0.0
28135,France,"Developer, full-stack",,75184.0,,0.0
28136,Canada,Student,,,,1.0
28137,Italy,"Developer, back-end",5-10,48333.0,3.0,0.0
28138,Brazil,Student,,,,0.0
28139,Greece,Student,,,,0.0
28140,Russian Federation,"Developer, full-stack",,,,1.0
28141,Germany,Scientist,,,,0.0
28142,Russian Federation,"Developer, full-stack",20-30,95238.0,6.0,1.0
28143,United States of America,"Developer, full-stack",,70000.0,,1.0
28144,Brazil,"Developer, desktop or enterprise applications",,40000.0,,0.0
28145,France,"Developer, full-stack",3-5,44037.0,2.0,1.0
28146,Netherlands,"Developer, full-stack",,55851.0,,0.0
28147,United States of America,"Developer, back-end",15-20,,5.0,1.0
28148,Sweden,"Developer, full-stack",,37200.0,,1.0
28149,United Kingdom of Great Britain and Northern Ireland,Other (please specify):,10-15,86624.0,4.0,0.0
28150,Argentina,"Developer, full-stack",20-30,30595.0,6.0,0.0
28151,Italy,"Developer, embedded applications or devices",,,,0.0
28152,India,"Developer, full-stack",,,,1.0
28153,Argentina,"Developer, full-stack",5-10,,3.0,0.0
28154,United States of America,"Developer, back-end",15-20,205000.0,5.0,1.0
28155,India,Student,1-3,35890.0,1.0,1.0
28156,Portugal,"Developer, back-end",1-3,34370.0,1.0,1.0
28157,Latvia,"Developer, full-stack",,,,1.0
28158,Italy,"Developer, full-stack",15-20,45111.0,5.0,1.0
28159,Germany,"Developer, mobile",20-30,73036.0,6.0,0.0
28160,United States of America,"Developer, full-stack",5-10,130000.0,3.0,1.0
28161,United States of America,"Developer, back-end",,94000.0,,1.0
28162,Japan,"Developer, full-stack",,50915.0,,1.0
28163,Norway,Security professional,,65514.0,,1.0
28164,United States of America,"Developer, embedded applications or devices",5-10,110000.0,3.0,0.0
28165,United Kingdom of Great Britain and Northern Ireland,"Developer, mobile",15-20,63694.0,5.0,0.0
28166,Germany,Other (please specify):,20-30,96666.0,6.0,0.0
28167,Brazil,"Developer, full-stack",20-30,50352.0,6.0,1.0
28168,United States of America,"Developer, back-end",20-30,,6.0,1.0
28169,Germany,Student,,,,0.0
28170,Brazil,Student,,,,1.0
28171,Denmark,"Developer, back-end",1-3,58465.0,1.0,1.0
28172,Singapore,Student,,,,1.0
28173,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",3-5,57325.0,2.0,1.0
28174,Spain,"Developer, full-stack",1-3,71962.0,1.0,1.0
28175,Serbia,"Developer, back-end",5-10,128887.0,3.0,1.0
28176,Israel,"Developer, embedded applications or devices",20-30,113334.0,6.0,0.0
28177,United States of America,"Engineer, site reliability",,,,0.0
28178,Canada,Academic researcher,,,,1.0
28179,United States of America,"Developer, back-end",,,,0.0
28180,Kyrgyzstan,"Developer, back-end",5-10,100000.0,3.0,0.0
28181,India,Student,,,,0.0
28182,Albania,"Developer, full-stack",5-10,48333.0,3.0,1.0
28183,Greece,"Developer, full-stack",5-10,45111.0,3.0,1.0
28184,Brazil,"Developer, full-stack",1-3,4476.0,1.0,1.0
28185,United States of America,Other (please specify):,30+,170000.0,7.0,0.0
28186,Brazil,Educator,10-15,13427.0,4.0,1.0
28187,Portugal,"Developer, full-stack",,11278.0,,0.0
28188,United States of America,Data engineer,1-3,,1.0,0.0
28189,Bangladesh,"Developer, back-end",,,,0.0
28190,Poland,"Developer, front-end",3-5,35635.0,2.0,1.0
28191,Serbia,"Developer, back-end",5-10,26852.0,3.0,1.0
28192,Poland,"Developer, embedded applications or devices",,,,1.0
28193,Romania,"Developer, desktop or enterprise applications",10-15,40997.0,4.0,1.0
28194,Denmark,"Developer, back-end",5-10,93601.0,3.0,0.0
28195,India,"Developer, front-end",,,,1.0
28196,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",,118471.0,,0.0
28197,United States of America,"Developer, full-stack",30+,110000.0,7.0,1.0
28198,United States of America,"Developer, desktop or enterprise applications",20-30,,6.0,0.0
28199,Slovenia,Engineering manager,5-10,53703.0,3.0,1.0
28200,France,"Developer, full-stack",,,,0.0
28201,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",10-15,,4.0,0.0
28202,Uganda,Data or business analyst,,,,1.0
28203,Belgium,"Developer, full-stack",,,,1.0
28204,United States of America,"Developer, back-end",3-5,120000.0,2.0,1.0
28205,Czech Republic,Academic researcher,,,,1.0
28206,Portugal,Engineering manager,10-15,59073.0,4.0,1.0
28207,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",,114649.0,,0.0
28208,United States of America,"Developer, full-stack",15-20,,5.0,1.0
28209,Colombia,"Developer, full-stack",1-3,,1.0,1.0
28210,United States of America,"Developer, full-stack",5-10,150000.0,3.0,0.0
28211,Canada,Data or business analyst,,,,1.0
28212,United States of America,Academic researcher,,,,1.0
28213,Malaysia,"Developer, desktop or enterprise applications",,69814.0,,1.0
28214,United States of America,DevOps specialist,30+,,7.0,0.0
28215,Greece,"Developer, full-stack",5-10,80555.0,3.0,0.0
28216,Portugal,Engineering manager,30+,51555.0,7.0,1.0
28217,Netherlands,"Developer, back-end",,,,0.0
28218,United States of America,"Developer, back-end",,,,1.0
28219,Philippines,Scientist,,,,0.0
28220,France,Engineering manager,,182591.0,,1.0
28221,India,"Developer, front-end",5-10,5264.0,3.0,1.0
28222,Mexico,"Developer, full-stack",20-30,,6.0,1.0
28223,India,"Developer, back-end",,,,1.0
28224,Brazil,Data engineer,1-3,10294.0,1.0,0.0
28225,Switzerland,"Developer, full-stack",,,,1.0
28226,Bangladesh,"Developer, back-end",,,,0.0
28227,France,"Developer, full-stack",,23200.0,,1.0
28228,Romania,"Developer, full-stack",3-5,29129.0,2.0,1.0
28229,Brazil,"Developer, full-stack",5-10,13074.0,3.0,0.0
28230,India,Other (please specify):,,23927.0,,0.0
28231,France,"Developer, full-stack",3-5,82703.0,2.0,1.0
28232,United States of America,"Developer, full-stack",5-10,78000.0,3.0,0.0
28233,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",20-30,91719.0,6.0,0.0
28234,Germany,"Developer, mobile",5-10,73036.0,3.0,1.0
28235,Brazil,"Developer, back-end",,18649.0,,0.0
28236,India,"Developer, back-end",10-15,23927.0,4.0,1.0
28237,United States of America,Data engineer,,,,1.0
28238,Germany,Other (please specify):,30+,,7.0,1.0
28239,United States of America,"Developer, full-stack",1-3,53000.0,1.0,1.0
28240,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",15-20,203821.0,5.0,1.0
28241,Netherlands,"Developer, full-stack",,115999.0,,0.0
28242,Costa Rica,"Developer, full-stack",15-20,107250.0,5.0,0.0
28243,United States of America,"Developer, front-end",,90000.0,,1.0
28244,United Kingdom of Great Britain and Northern Ireland,"Developer, desktop or enterprise applications",,71337.0,,0.0
28245,United States of America,"Developer, back-end",15-20,134000.0,5.0,1.0
28246,South Africa,"Developer, full-stack",,27119.0,,1.0
28247,India,"Developer, full-stack",,,,0.0
28248,United States of America,"Developer, back-end",,64000.0,,1.0
28249,United States of America,Security professional,20-30,85000.0,6.0,0.0
28250,Denmark,"Developer, full-stack",,,,1.0
28251,United States of America,"Developer, back-end",5-10,120000.0,3.0,0.0
28252,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",20-30,98598.0,6.0,0.0
28253,Canada,"Senior Executive (C-Suite, VP, etc.)",20-30,72693.0,6.0,1.0
28254,United States of America,"Developer, desktop or enterprise applications",,,,0.0
28255,United States of America,"Senior Executive (C-Suite, VP, etc.)",,,,1.0
28256,France,"Developer, full-stack",,,,1.0
28257,United States of America,"Developer, full-stack",,,,0.0
28258,Germany,"Developer, mobile",10-15,91295.0,4.0,1.0
28259,Austria,"Developer, full-stack",3-5,40814.0,2.0,1.0
28260,United States of America,"Developer, back-end",30+,140000.0,7.0,1.0
28261,Spain,"Engineer, site reliability",,161109.0,,1.0
28262,Australia,"Developer, back-end",20-30,136096.0,6.0,1.0
28263,Canada,"Developer, desktop or enterprise applications",15-20,,5.0,0.0
28264,Germany,"Senior Executive (C-Suite, VP, etc.)",5-10,53703.0,3.0,1.0
28265,"Iran, Islamic Republic of...","Developer, desktop or enterprise applications",5-10,,3.0,1.0
28266,United Kingdom of Great Britain and Northern Ireland,Security professional,5-10,,3.0,1.0
28267,Italy,Other (please specify):,,59073.0,,0.0
28268,Brazil,Engineering manager,,,,1.0
28269,Netherlands,"Developer, back-end",,42962.0,,1.0
28270,United States of America,"Developer, embedded applications or devices",5-10,130000.0,3.0,0.0
28271,Israel,Other (please specify):,,,,1.0
28272,Peru,"Developer, full-stack",5-10,23765.0,3.0,1.0
28273,Japan,"Developer, back-end",,59825.0,,1.0
28274,Germany,Student,,,,0.0
28275,Sweden,"Developer, full-stack",,47692.0,,1.0
28276,"Iran, Islamic Republic of...",Other (please specify):,,,,1.0
28277,Croatia,"Developer, full-stack",5-10,25777.0,3.0,1.0
28278,United States of America,"Developer, full-stack",15-20,150000.0,5.0,0.0
28279,Italy,"Developer, back-end",10-15,44037.0,4.0,0.0
28280,United States of America,"Developer, back-end",,200000.0,,0.0
28281,United States of America,"Developer, back-end",,,,1.0
28282,United States of America,Other (please specify):,5-10,85000.0,3.0,0.0
28283,France,"Developer, back-end",,,,1.0
28284,Italy,"Senior Executive (C-Suite, VP, etc.)",30+,150369.0,7.0,1.0
28285,Canada,"Developer, full-stack",5-10,57427.0,3.0,0.0
28286,India,Student,,,,1.0
28287,India,"Developer, front-end",,,,1.0
28288,Israel,"Developer, full-stack",,,,1.0
28289,India,"Developer, full-stack",1-3,9212.0,1.0,0.0
28290,Belgium,Product manager,,,,1.0
28291,United States of America,"Developer, full-stack",,,,1.0
28292,Romania,"Developer, back-end",5-10,150369.0,3.0,1.0
28293,Germany,Student,,,,1.0
28294,Thailand,"Developer, game or graphics",30+,72586.0,7.0,1.0
28295,Pakistan,Other (please specify):,,,,1.0
28296,United States of America,Cloud infrastructure engineer,20-30,,6.0,0.0
28297,Mexico,"Developer, full-stack",10-15,21564.0,4.0,0.0
28298,Germany,Student,,,,0.0
28299,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",5-10,116796.0,3.0,1.0
28300,United States of America,Student,,,,0.0
28301,United Kingdom of Great Britain and Northern Ireland,Developer Advocate,20-30,121018.0,6.0,1.0
28302,Canada,"Developer, back-end",5-10,116309.0,3.0,0.0
28303,United States of America,"Developer, AI",,,,1.0
28304,France,"Developer, desktop or enterprise applications",5-10,48333.0,3.0,0.0
28305,Brazil,"Developer, desktop or enterprise applications",30+,11189.0,7.0,0.0
28306,Czech Republic,Developer Advocate,10-15,152022.0,4.0,1.0
28307,Egypt,"Developer, front-end",,,,1.0
28308,Mexico,Data or business analyst,5-10,,3.0,1.0
28309,Canada,"Developer, full-stack",,47250.0,,1.0
28310,Romania,Cloud infrastructure engineer,10-15,,4.0,1.0
28311,United States of America,"Developer, back-end",,145000.0,,1.0
28312,Spain,Data engineer,20-30,64444.0,6.0,0.0
28313,Slovakia,"Developer, back-end",30+,,7.0,1.0
28314,Canada,Other (please specify):,,145386.0,,1.0
28315,United States of America,"Developer, front-end",10-15,180000.0,4.0,1.0
28316,United States of America,Engineering manager,,,,1.0
28317,Argentina,Data engineer,15-20,35000.0,5.0,1.0
28318,Brazil,Other (please specify):,10-15,31703.0,4.0,0.0
28319,Germany,"Developer, full-stack",,,,1.0
28320,Canada,"Developer, back-end",10-15,76328.0,4.0,0.0
28321,Canada,"Senior Executive (C-Suite, VP, etc.)",20-30,200000.0,6.0,1.0
28322,United Arab Emirates,Other (please specify):,,,,0.0
28323,United States of America,"Developer, back-end",,163000.0,,1.0
28324,Viet Nam,Student,,,,1.0
28325,Poland,"Developer, full-stack",,74239.0,,1.0
28326,Argentina,Other (please specify):,5-10,4434.0,3.0,0.0
28327,United Kingdom of Great Britain and Northern Ireland,"Senior Executive (C-Suite, VP, etc.)",,,,0.0
28328,United States of America,"Developer, full-stack",15-20,150000.0,5.0,1.0
28329,United States of America,"Developer, full-stack",15-20,190000.0,5.0,1.0
28330,Greece,Student,,,,1.0
28331,Belgium,"Developer, full-stack",5-10,56925.0,3.0,0.0
28332,India,Academic researcher,,,,0.0
28333,India,"Developer, full-stack",1-3,,1.0,1.0
28334,United Kingdom of Great Britain and Northern Ireland,Student,,,,0.0
28335,Brazil,"Developer, full-stack",5-10,25735.0,3.0,1.0
28336,Canada,,,,,0.0
28337,United States of America,Research & Development role,,,,0.0
28338,India,Student,,,,0.0
28339,Switzerland,,,,,1.0
28340,United States of America,Scientist,20-30,138000.0,6.0,0.0
28341,Finland,"Developer, full-stack",3-5,55851.0,2.0,1.0
28342,Italy,"Developer, full-stack",,,,1.0
28343,Germany,"Developer, front-end",3-5,,2.0,1.0
28344,Canada,"Developer, full-stack",15-20,94501.0,5.0,0.0
28345,Poland,Cloud infrastructure engineer,10-15,79189.0,4.0,1.0
28346,Egypt,,,,,0.0
28347,Russian Federation,Academic researcher,10-15,40336.0,4.0,0.0
28348,India,"Developer, full-stack",5-10,,3.0,0.0
28349,Brazil,"Senior Executive (C-Suite, VP, etc.)",30+,,7.0,1.0
28350,United States of America,"Developer, back-end",5-10,170748.0,3.0,1.0
28351,United States of America,Other (please specify):,,,,0.0
28352,Poland,Student,,,,1.0
28353,United Kingdom of Great Britain and Northern Ireland,Engineering manager,15-20,127388.0,5.0,0.0
28354,United States of America,Data or business analyst,,50000.0,,1.0
28355,Spain,"Developer, game or graphics",20-30,70888.0,6.0,1.0
28356,United States of America,"Developer, front-end",,97000.0,,0.0
28357,Canada,Student,,,,1.0
28358,Spain,"Developer, back-end",20-30,161109.0,6.0,1.0
28359,Greece,"Developer, front-end",,,,1.0
28360,Ukraine,"Developer, front-end",1-3,15750.0,1.0,1.0
28361,Japan,"Developer, back-end",1-3,,1.0,0.0
28362,United States of America,"Developer, full-stack",5-10,,3.0,1.0
28363,Greece,Educator,3-5,15037.0,2.0,0.0
28364,India,"Developer, full-stack",,,,1.0
28365,Canada,"Developer, full-stack",5-10,91593.0,3.0,1.0
28366,Ethiopia,Student,,,,1.0
28367,United States of America,"Developer, full-stack",5-10,,3.0,0.0
28368,United States of America,"Senior Executive (C-Suite, VP, etc.)",,,,1.0
28369,South Korea,Student,,,,0.0
28370,Russian Federation,"Developer, full-stack",,,,0.0
28371,India,"Developer, mobile",,,,1.0
28372,United States of America,Student,,,,0.0
28373,Ukraine,Academic researcher,5-10,,3.0,0.0
28374,Austria,"Developer, full-stack",3-5,26852.0,2.0,1.0
28375,Kazakhstan,"Developer, full-stack",20-30,60000.0,6.0,1.0
28376,Romania,Student,,,,1.0
28377,United States of America,Data scientist or machine learning specialist,5-10,,3.0,1.0
28378,United States of America,"Developer, embedded applications or devices",1-3,50000.0,1.0,0.0
28379,United States of America,"Developer, back-end",10-15,185000.0,4.0,1.0
28380,Taiwan,Hardware Engineer,15-20,,5.0,0.0
28381,United States of America,Developer Advocate,,,,1.0
28382,United States of America,"Developer, back-end",5-10,,3.0,0.0
28383,Spain,Other (please specify):,,,,0.0
28384,Brazil,"Developer, full-stack",3-5,4476.0,2.0,1.0
28385,United States of America,"Developer, QA or test",1-3,,1.0,1.0
28386,Germany,"Developer, full-stack",5-10,57999.0,3.0,1.0
28387,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",,22930.0,,1.0
28388,Egypt,"Developer, full-stack",,,,1.0
28389,United States of America,"Developer, back-end",,110000.0,,0.0
28390,Colombia,DevOps specialist,10-15,145000.0,4.0,1.0
28391,United States of America,Other (please specify):,,112000.0,,0.0
28392,Argentina,"Developer, back-end",,48000.0,,1.0
28393,Germany,Student,,,,0.0
28394,United States of America,"Engineer, site reliability",20-30,,6.0,1.0
28395,"Venezuela, Bolivarian Republic of...","Developer, full-stack",1-3,,1.0,1.0
28396,Canada,"Developer, desktop or enterprise applications",,,,0.0
28397,United States of America,Other (please specify):,,,,0.0
28398,Netherlands,"Developer, full-stack",,107406.0,,1.0
28399,Czech Republic,Research & Development role,10-15,43435.0,4.0,1.0
28400,Ukraine,Other (please specify):,,,,0.0
28401,Brazil,"Developer, full-stack",5-10,54081.0,3.0,0.0
28402,Argentina,"Developer, front-end",,,,0.0
28403,United States of America,"Developer, full-stack",15-20,130000.0,5.0,1.0
28404,India,"Developer, back-end",5-10,,3.0,1.0
28405,Denmark,"Developer, mobile",5-10,103681.0,3.0,0.0
28406,United States of America,"Developer, full-stack",5-10,100000.0,3.0,0.0
28407,United States of America,Data engineer,,132196.0,,1.0
28408,United States of America,"Developer, full-stack",30+,,7.0,1.0
28409,United States of America,"Developer, full-stack",,,,1.0
28410,Germany,Student,1-3,,1.0,1.0
28411,Sweden,"Developer, back-end",,70966.0,,1.0
28412,United States of America,"Developer, back-end",5-10,123000.0,3.0,1.0
28413,United States of America,"Developer, full-stack",,20000.0,,1.0
28414,Brazil,"Developer, embedded applications or devices",3-5,,2.0,1.0
28415,United States of America,Other (please specify):,30+,62000.0,7.0,0.0
28416,Poland,"Developer, back-end",,,,1.0
28417,United States of America,"Developer, full-stack",10-15,140000.0,4.0,0.0
28418,United States of America,Other (please specify):,,40000.0,,0.0
28419,Sri Lanka,"Developer, full-stack",1-3,,1.0,1.0
28420,United States of America,Engineering manager,20-30,170000.0,6.0,1.0
28421,Brazil,"Developer, back-end",5-10,29838.0,3.0,0.0
28422,Norway,"Developer, front-end",5-10,84232.0,3.0,0.0
28423,United Kingdom of Great Britain and Northern Ireland,"Developer, embedded applications or devices",15-20,203821.0,5.0,0.0
28424,Greece,"Developer, front-end",5-10,69170.0,3.0,0.0
28425,Canada,"Developer, back-end",10-15,112674.0,4.0,0.0
28426,Italy,Student,,,,1.0
28427,Germany,"Developer, full-stack",20-30,134258.0,6.0,0.0
28428,Brazil,"Developer, back-end",5-10,20514.0,3.0,1.0
28429,India,Student,,,,0.0
28430,Brazil,"Developer, full-stack",20-30,35433.0,6.0,0.0
28431,United States of America,"Developer, full-stack",,,,0.0
28432,United States of America,"Developer, back-end",,,,1.0
28433,United States of America,"Developer, full-stack",3-5,85000.0,2.0,1.0
28434,Spain,"Developer, full-stack",3-5,30074.0,2.0,1.0
28435,United States of America,Student,,,,0.0
28436,United States of America,"Developer, full-stack",3-5,93000.0,2.0,0.0
28437,United States of America,DevOps specialist,10-15,,4.0,1.0
28438,United States of America,DevOps specialist,30+,200000.0,7.0,1.0
28439,United Kingdom of Great Britain and Northern Ireland,"Developer, embedded applications or devices",,,,0.0
28440,Canada,"Developer, desktop or enterprise applications",,,,1.0
28441,Czech Republic,"Developer, full-stack",3-5,18677.0,2.0,0.0
28442,Denmark,Academic researcher,,,,0.0
28443,United Kingdom of Great Britain and Northern Ireland,Developer Experience,,70063.0,,0.0
28444,Poland,Data scientist or machine learning specialist,20-30,49493.0,6.0,0.0
28445,United States of America,"Developer, full-stack",10-15,170000.0,4.0,1.0
28446,Sweden,"Developer, full-stack",,42351.0,,0.0
28447,United States of America,"Developer, embedded applications or devices",30+,120000.0,7.0,0.0
28448,United States of America,"Developer, full-stack",3-5,,2.0,1.0
28449,Brazil,"Developer, full-stack",5-10,51202.0,3.0,1.0
28450,South Africa,Research & Development role,,40356.0,,1.0
28451,United States of America,"Developer, back-end",,180000.0,,1.0
28452,Austria,Other (please specify):,,69814.0,,1.0
28453,Germany,Student,,,,1.0
28454,Canada,Engineering manager,,,,1.0
28455,United States of America,"Developer, full-stack",,70000.0,,1.0
28456,France,DevOps specialist,20-30,96666.0,6.0,0.0
28457,Germany,"Developer, full-stack",,128887.0,,1.0
28458,United States of America,"Developer, full-stack",5-10,,3.0,1.0
28459,United States of America,"Developer, full-stack",5-10,203000.0,3.0,1.0
28460,Mexico,"Developer, back-end",3-5,,2.0,0.0
28461,United States of America,Data engineer,3-5,120000.0,2.0,1.0
28462,Portugal,Student,,,,1.0
28463,United States of America,Student,,,,0.0
28464,Brazil,Research & Development role,10-15,22378.0,4.0,1.0
28465,Netherlands,"Developer, back-end",5-10,102036.0,3.0,1.0
28466,United States of America,Educator,20-30,107000.0,6.0,0.0
28467,United Kingdom of Great Britain and Northern Ireland,Student,,,,0.0
28468,Chile,"Developer, full-stack",,27079.0,,0.0
28469,Canada,"Developer, desktop or enterprise applications",5-10,145386.0,3.0,1.0
28470,Netherlands,"Developer, back-end",20-30,115999.0,6.0,1.0
28471,United States of America,Other (please specify):,,136000.0,,0.0
28472,Czech Republic,"Developer, full-stack",,,,1.0
28473,Denmark,"Developer, mobile",,72001.0,,1.0
28474,United States of America,"Developer, game or graphics",,,,0.0
28475,Germany,"Developer, full-stack",,,,1.0
28476,Germany,"Developer, full-stack",3-5,,2.0,0.0
28477,United States of America,Cloud infrastructure engineer,5-10,,3.0,1.0
28478,Poland,"Developer, full-stack",3-5,,2.0,1.0
28479,Turkey,Student,,,,0.0
28480,United States of America,"Developer, full-stack",5-10,138000.0,3.0,1.0
28481,Germany,Student,,,,1.0
28482,Trinidad and Tobago,"Developer, full-stack",5-10,,3.0,0.0
28483,Romania,"Developer, desktop or enterprise applications",20-30,32222.0,6.0,0.0
28484,United States of America,"Developer, full-stack",15-20,55000.0,5.0,0.0
28485,France,"Developer, full-stack",10-15,53703.0,4.0,1.0
28486,United States of America,Project manager,15-20,120000.0,5.0,1.0
28487,Netherlands,Other (please specify):,30+,94517.0,7.0,0.0
28488,United States of America,Student,,,,0.0
28489,United States of America,Scientist,,,,0.0
28490,Poland,"Developer, back-end",5-10,49493.0,3.0,0.0
28491,Mexico,"Developer, full-stack",5-10,32345.0,3.0,1.0
28492,United States of America,"Developer, full-stack",,,,0.0
28493,United States of America,Data engineer,,200000.0,,0.0
28494,United States of America,"Developer, front-end",5-10,120000.0,3.0,1.0
28495,Brazil,"Developer, full-stack",,,,1.0
28496,Lebanon,"Developer, full-stack",5-10,,3.0,1.0
28497,United States of America,"Developer, full-stack",5-10,210000.0,3.0,1.0
28498,Spain,Other (please specify):,,,,0.0
28499,United States of America,"Developer, back-end",10-15,200000.0,4.0,1.0
28500,United States of America,"Developer, desktop or enterprise applications",,,,0.0
28501,United States of America,"Developer, full-stack",3-5,115000.0,2.0,0.0
28502,Argentina,"Developer, full-stack",20-30,,6.0,1.0
28503,United States of America,"Developer, back-end",20-30,90000.0,6.0,1.0
28504,United States of America,"Developer, back-end",,110000.0,,1.0
28505,United States of America,"Developer, full-stack",10-15,155000.0,4.0,1.0
28506,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",1-3,38216.0,1.0,0.0
28507,United Kingdom of Great Britain and Northern Ireland,Engineering manager,20-30,,6.0,1.0
28508,Bangladesh,"Developer, full-stack",1-3,,1.0,1.0
28509,Canada,Other (please specify):,,87231.0,,0.0
28510,United States of America,"Developer, full-stack",,177050.0,,0.0
28511,Kyrgyzstan,"Developer, back-end",,,,0.0
28512,Brazil,"Developer, back-end",5-10,26108.0,3.0,1.0
28513,United States of America,"Developer, full-stack",,,,0.0
28514,United States of America,"Developer, full-stack",20-30,148000.0,6.0,1.0
28515,Netherlands,"Developer, full-stack",,128887.0,,1.0
28516,Philippines,"Developer, front-end",,7660.0,,1.0
28517,Saudi Arabia,"Developer, back-end",1-3,,1.0,0.0
28518,United States of America,Educator,10-15,115000.0,4.0,1.0
28519,United States of America,"Developer, back-end",,,,0.0
28520,Romania,"Developer, mobile",,54375.0,,1.0
28521,United States of America,"Developer, game or graphics",,,,1.0
28522,Romania,"Developer, back-end",,128887.0,,1.0
28523,United States of America,"Developer, front-end",,135000.0,,1.0
28524,Canada,"Developer, full-stack",5-10,73420.0,3.0,0.0
28525,Peru,Student,,,,0.0
28526,Sweden,"Developer, full-stack",1-3,21600.0,1.0,1.0
28527,Brazil,"Developer, back-end",,,,1.0
28528,United States of America,"Developer, back-end",,100000.0,,1.0
